成交编号,城市,区域,楼盘名称,户型,套内面积(㎡),建筑面积(㎡),建筑年代,朝向,楼层信息,装修情况,物业类型,产权年限,成交总价(万元),挂牌总价(万元),成交单价(元/㎡),带看次数,调价次数,成交周期(天)
HZ009491,杭州,建德市,绿城小区72号,3室2厅,136.44,163.73,2000.0,西,顶楼,毛坯,别墅,40,139.71,147.59,10240.0,28,2.0,105.0
HZ009492,杭州,富阳区,华润小区45号,3室2厅,177.72,202.01,1999.0,西南,中楼层,豪装,洋房,70,317.55,321.68,17868.0,14,5.0,37.0
HZ009493,杭州,临安区,华润小区16号,4室2厅,121.43,140.7,1998.0,,低楼层,毛坯,住宅,70,189.01,195.9,15565.0,20,4.0,73.0
HZ009494,杭州,拱墅区,保利小区10号,3室2厅,165.25,198.81,2020.0,东南,低楼层,精装,洋房,40,801.91,819.98,48527.0,14,7.0,167.0
HZ009495,杭州,西湖区,华润小区69号,2室2厅,51.62,57.76,2016.0,东南,顶楼,毛坯,别墅,70,270.26,287.43,52356.0,3,1.0,10.0
HZ009496,杭州,滨江区,绿城小区17号,1室1厅,51.52,59.33,1996.0,,高楼层,豪装,住宅,40,234.0,243.19,45419.0,21,4.0,20.0
HZ009497,杭州,富阳区,万科小区68号,2室1厅,50.99,56.33,2008.0,东,高楼层,毛坯,公寓,40,87.91,89.01,17241.0,0,4.0,62.0
HZ009498,杭州,西湖区,金地小区47号,2室2厅,109.24,123.61,2021.0,西南,中楼层,毛坯,洋房,40,571.69,607.29,52333.0,20,3.0,56.0
HZ009499,杭州,建德市,绿城小区62号,2室1厅,84.18,97.76,2006.0,南,低楼层,毛坯,公寓,40,84.13,89.87,9994.0,11,6.0,171.0
HZ009500,杭州,临平区,万科小区46号,3室2厅,145.63,166.04,2023.0,西,高楼层,豪装,洋房,70,317.62,342.54,21810.0,15,0.0,131.0
HZ009501,杭州,淳安县,绿城小区46号,1室1厅,174.61,212.65,2020.0,西,中楼层,豪装,住宅,40,190.17,,10891.0,34,6.0,72.0
HZ009502,杭州,西湖区,保利小区32号,3室2厅,129.86,150.84,2020.0,西,高楼层,豪装,洋房,70,676.11,712.38,52065.0,8,1.0,154.0
HZ009503,杭州,临平区,华润小区11号,5室2厅,65.69,75.41,2008.0,西南,高楼层,毛坯,公寓,70,145.18,153.54,22101.0,11,,77.0
HZ009504,杭州,临平区,华润小区77号,5室2厅,179.08,222.35,,东,高楼层,毛坯,洋房,40,402.4,423.26,22470.0,19,2.0,66.0
HZ009505,杭州,富阳区,万科小区85号,1室1厅,115.4,137.93,2019.0,南,高楼层,简装,洋房,40,204.34,213.56,17707.0,34,4.0,112.0
HZ009506,杭州,拱墅区,华润小区54号,2室1厅,145.75,175.84,2023.0,西,低楼层,豪装,住宅,70,702.53,735.17,48201.0,20,7.0,11.0
HZ009507,杭州,建德市,保利小区92号,2室1厅,172.7,212.43,2000.0,南北通透,中楼层,精装,公寓,70,166.66,172.21,9650.0,26,4.0,7.0
HZ009508,杭州,余杭区,绿城小区67号,5室2厅,188.39,215.86,2010.0,东南,高楼层,精装,公寓,40,521.21,536.69,27667.0,28,5.0,57.0
HZ009509,杭州,富阳区,绿城小区98号,2室1厅,111.96,132.43,2011.0,西,低楼层,豪装,别墅,40,190.3,194.59,16997.0,16,2.0,
HZ009510,杭州,淳安县,保利小区71号,4室2厅,159.67,185.51,2017.0,东南,高楼层,毛坯,洋房,70,182.12,187.64,11406.0,33,0.0,20.0
HZ009511,杭州,淳安县,华润小区44号,3室2厅,121.56,138.94,2020.0,东,顶楼,精装,别墅,70,139.46,146.64,11473.0,4,0.0,130.0
HZ009512,杭州,拱墅区,绿城小区71号,4室2厅,108.86,119.91,2022.0,东南,高楼层,精装,洋房,70,506.38,527.45,46517.0,32,0.0,13.0
HZ009513,杭州,拱墅区,绿城小区66号,2室2厅,116.96,131.09,2009.0,南北通透,低楼层,简装,别墅,70,562.38,589.18,48083.0,4,3.0,172.0
HZ009514,杭州,建德市,绿城小区12号,4室2厅,108.52,132.58,1991.0,南,中楼层,豪装,住宅,40,105.9,110.22,9759.0,12,2.0,
HZ009515,杭州,萧山区,绿城小区92号,2室1厅,98.52,110.41,1992.0,西南,低楼层,毛坯,别墅,70,317.03,333.19,32179.0,3,4.0,37.0
HZ009516,杭州,临安区,华润小区59号,1室1厅,,180.87,2018.0,北,中楼层,豪装,洋房,70,220.09,228.93,15039.0,9,4.0,178.0
HZ009517,杭州,临安区,绿城小区80号,3室2厅,71.45,81.51,1999.0,南北通透,中楼层,豪装,公寓,40,105.84,109.41,14813.0,32,6.0,87.0
HZ009518,杭州,淳安县,金地小区92号,3室2厅,129.39,151.32,2003.0,北,低楼层,豪装,洋房,40,136.03,145.37,10513.0,19,0.0,94.0
HZ009519,杭州,临安区,绿城小区24号,3室2厅,144.65,177.89,1997.0,西南,高楼层,毛坯,公寓,70,213.05,225.42,14729.0,3,4.0,5.0
HZ009520,杭州,钱塘区,保利小区57号,2室2厅,172.95,199.25,1991.0,南北通透,中楼层,简装,别墅,70,341.94,,19771.0,15,6.0,70.0
HZ009521,杭州,桐庐县,金地小区42号,3室2厅,84.44,95.8,2003.0,北,顶楼,豪装,别墅,70,99.02,,11727.0,10,6.0,41.0
HZ009522,杭州,富阳区,万科小区44号,5室2厅,167.97,185.56,1999.0,南北通透,顶楼,精装,洋房,40,307.19,320.19,18288.0,19,5.0,5.0
HZ009523,杭州,拱墅区,金地小区49号,2室2厅,181.36,225.37,2015.0,东,低楼层,精装,住宅,70,880.94,895.44,48574.0,31,6.0,61.0
HZ009524,杭州,萧山区,华润小区12号,2室1厅,134.49,156.1,,东,中楼层,精装,住宅,70,425.67,,31651.0,31,0.0,91.0
HZ009525,杭州,临平区,万科小区82号,1室1厅,153.89,189.82,2010.0,西南,高楼层,豪装,住宅,40,342.58,358.42,22261.0,10,7.0,127.0
HZ009526,杭州,余杭区,万科小区40号,2室1厅,96.1,111.99,2019.0,东南,低楼层,豪装,洋房,70,257.25,,26769.0,15,0.0,23.0
HZ009527,杭州,余杭区,保利小区42号,4室2厅,182.44,224.83,2003.0,南,中楼层,毛坯,公寓,40,500.59,516.07,27439.0,18,7.0,52.0
HZ009528,杭州,临平区,绿城小区95号,3室2厅,,153.95,1994.0,南,高楼层,精装,别墅,40,304.58,309.71,22071.0,16,2.0,114.0
HZ009529,杭州,西湖区,金地小区88号,4室2厅,81.0,94.46,2004.0,南北通透,中楼层,精装,住宅,40,425.99,452.26,52591.0,33,2.0,130.0
HZ009530,杭州,建德市,金地小区77号,2室2厅,95.87,111.83,2001.0,东南,高楼层,毛坯,公寓,70,98.99,106.72,10325.0,20,2.0,28.0
HZ009531,杭州,西湖区,绿城小区90号,2室1厅,129.61,161.5,2000.0,西南,高楼层,简装,别墅,40,671.02,718.35,51772.0,23,5.0,23.0
HZ009532,杭州,临安区,华润小区77号,3室2厅,68.99,80.99,2002.0,东,中楼层,毛坯,住宅,40,111.47,119.83,16157.0,18,5.0,109.0
HZ009533,杭州,富阳区,万科小区29号,5室2厅,151.12,168.61,2001.0,北,低楼层,精装,公寓,70,268.45,285.91,17764.0,3,2.0,179.0
HZ009534,杭州,钱塘区,万科小区51号,2室2厅,67.5,83.44,2008.0,北,顶楼,简装,洋房,70,132.79,135.6,19673.0,21,4.0,122.0
HZ009535,杭州,萧山区,金地小区63号,2室1厅,125.5,155.93,2024.0,西,顶楼,精装,洋房,40,403.34,416.57,32139.0,3,4.0,114.0
HZ009536,杭州,余杭区,金地小区53号,2室1厅,142.13,165.04,2020.0,西,中楼层,豪装,住宅,40,400.76,420.64,28197.0,32,5.0,
HZ009537,杭州,桐庐县,万科小区71号,2室2厅,167.84,204.68,2017.0,南北通透,顶楼,简装,公寓,40,194.68,202.36,11599.0,6,6.0,45.0
HZ009538,杭州,淳安县,绿城小区33号,1室1厅,147.96,164.3,1996.0,西南,中楼层,精装,洋房,40,156.23,168.0,10559.0,9,3.0,172.0
HZ009539,杭州,临安区,万科小区49号,2室1厅,158.21,183.65,2005.0,东南,顶楼,精装,公寓,70,242.32,248.68,15316.0,31,6.0,56.0
HZ009540,杭州,上城区,华润小区42号,3室2厅,,207.37,1991.0,南,中楼层,简装,洋房,40,984.48,1058.16,55860.0,25,0.0,49.0
HZ009541,杭州,临安区,保利小区85号,4室2厅,126.45,155.62,2021.0,东南,高楼层,简装,洋房,70,193.98,206.85,15340.0,20,7.0,56.0
HZ009542,杭州,淳安县,绿城小区90号,2室2厅,165.71,184.79,1995.0,西南,低楼层,简装,别墅,70,174.88,179.26,10553.0,23,2.0,71.0
HZ009543,杭州,上城区,华润小区95号,1室1厅,68.64,79.69,2012.0,西南,顶楼,精装,洋房,40,382.12,391.23,55670.0,35,3.0,56.0
HZ009544,杭州,滨江区,金地小区82号,2室1厅,160.73,189.17,2019.0,南北通透,高楼层,毛坯,住宅,70,730.0,,45418.0,38,4.0,121.0
HZ009545,杭州,拱墅区,金地小区55号,4室2厅,67.03,80.43,2003.0,北,高楼层,豪装,公寓,40,328.72,340.18,49041.0,16,0.0,36.0
HZ009546,杭州,桐庐县,万科小区58号,5室2厅,179.67,200.42,2005.0,东南,高楼层,豪装,住宅,70,212.38,214.96,11821.0,27,5.0,144.0
HZ009547,杭州,临平区,华润小区89号,1室1厅,84.14,96.1,2002.0,东南,中楼层,毛坯,公寓,40,172.5,174.72,20502.0,14,1.0,94.0
HZ009548,杭州,拱墅区,绿城小区41号,2室2厅,59.15,65.46,1994.0,南北通透,中楼层,毛坯,公寓,70,287.98,297.96,48686.0,33,,12.0
HZ009549,杭州,临安区,保利小区15号,2室1厅,55.41,62.18,1999.0,东,高楼层,豪装,洋房,40,84.45,,15241.0,11,2.0,29.0
HZ009550,杭州,拱墅区,保利小区55号,5室2厅,61.59,72.32,,西,顶楼,豪装,公寓,70,297.63,306.94,48324.0,11,4.0,108.0
HZ009551,杭州,萧山区,华润小区40号,2室1厅,102.71,116.6,2004.0,南北通透,低楼层,豪装,住宅,70,321.61,327.55,31312.0,13,5.0,115.0
HZ009552,杭州,滨江区,金地小区52号,5室2厅,114.5,134.19,2021.0,南北通透,中楼层,精装,住宅,40,514.59,538.97,44942.0,35,4.0,61.0
HZ009553,杭州,钱塘区,华润小区39号,2室2厅,176.38,214.9,1995.0,西南,高楼层,毛坯,别墅,40,353.37,370.15,20035.0,5,4.0,174.0
HZ009554,杭州,滨江区,华润小区81号,4室2厅,92.2,106.66,,东,中楼层,精装,别墅,40,424.25,436.75,46014.0,27,0.0,65.0
HZ009555,杭州,淳安县,万科小区98号,4室2厅,66.36,80.19,1994.0,东南,中楼层,简装,公寓,70,80.25,84.63,12093.0,17,5.0,169.0
HZ009556,杭州,余杭区,万科小区23号,3室2厅,149.52,181.66,1997.0,东南,高楼层,豪装,洋房,70,425.11,439.21,28432.0,25,1.0,63.0
HZ009557,杭州,萧山区,金地小区27号,2室1厅,53.28,62.91,1999.0,南北通透,高楼层,豪装,洋房,40,171.89,179.92,32262.0,9,,173.0
HZ009558,杭州,桐庐县,绿城小区62号,2室2厅,172.98,197.39,2018.0,南北通透,中楼层,精装,住宅,40,202.36,213.78,11698.0,31,6.0,18.0
HZ009559,杭州,拱墅区,万科小区36号,2室1厅,96.69,117.93,2005.0,南北通透,顶楼,简装,公寓,70,462.75,493.04,47859.0,35,3.0,140.0
HZ009560,杭州,桐庐县,华润小区62号,3室2厅,128.99,149.21,1996.0,西南,顶楼,简装,别墅,70,147.23,158.91,11414.0,8,5.0,49.0
HZ009561,杭州,建德市,金地小区19号,3室2厅,61.42,73.0,2007.0,东,顶楼,精装,洋房,40,60.78,62.73,9896.0,12,3.0,125.0
HZ009562,杭州,淳安县,万科小区97号,1室1厅,54.99,64.55,2020.0,西南,低楼层,,住宅,40,55.4,58.19,10075.0,29,6.0,105.0
HZ009563,杭州,钱塘区,金地小区66号,2室1厅,158.22,188.9,2018.0,东南,低楼层,简装,住宅,40,316.38,322.31,19996.0,19,3.0,161.0
HZ009564,杭州,拱墅区,绿城小区38号,2室2厅,99.89,122.65,1991.0,南北通透,低楼层,豪装,住宅,40,478.98,484.93,47951.0,6,3.0,
HZ009565,杭州,富阳区,绿城小区37号,1室1厅,187.91,216.69,2009.0,南,高楼层,精装,公寓,70,332.54,,17697.0,30,,127.0
HZ009566,杭州,富阳区,保利小区22号,5室2厅,114.84,142.11,1996.0,东,高楼层,毛坯,洋房,40,210.09,,18294.0,5,2.0,140.0
HZ009567,杭州,西湖区,万科小区42号,2室2厅,165.61,184.87,2015.0,西,高楼层,豪装,别墅,70,853.53,,51539.0,21,2.0,20.0
HZ009568,杭州,滨江区,万科小区85号,3室2厅,186.83,212.83,2003.0,西,低楼层,简装,洋房,70,856.54,867.01,45846.0,29,4.0,174.0
HZ009569,杭州,钱塘区,华润小区25号,4室2厅,76.42,94.6,2011.0,南,中楼层,简装,别墅,70,160.29,161.96,20975.0,25,2.0,165.0
HZ009570,杭州,富阳区,保利小区92号,4室2厅,,175.92,2004.0,东,中楼层,简装,洋房,40,278.18,287.02,17546.0,12,,127.0
HZ009571,杭州,西湖区,金地小区67号,2室2厅,35.48,41.49,2009.0,东南,低楼层,豪装,住宅,70,186.12,195.22,52458.0,6,3.0,40.0
HZ009572,杭州,萧山区,绿城小区21号,2室2厅,139.4,158.77,2015.0,南,低楼层,毛坯,住宅,40,445.14,470.72,31933.0,26,3.0,178.0
HZ009573,杭州,桐庐县,保利小区40号,4室2厅,149.74,182.42,,北,顶楼,毛坯,别墅,70,178.85,186.18,11944.0,24,5.0,74.0
HZ009574,杭州,钱塘区,金地小区25号,1室1厅,107.42,119.57,2020.0,东南,中楼层,简装,住宅,70,212.06,222.81,19741.0,34,6.0,99.0
HZ009575,杭州,西湖区,万科小区42号,4室2厅,57.61,64.47,2022.0,西,中楼层,毛坯,洋房,40,305.11,308.24,52961.0,34,7.0,8.0
HZ009576,杭州,临平区,金地小区78号,3室2厅,129.44,145.44,,东,中楼层,简装,洋房,70,280.07,288.26,21637.0,6,2.0,143.0
HZ009577,杭州,桐庐县,绿城小区15号,2室1厅,173.81,199.42,2019.0,西南,顶楼,毛坯,别墅,70,215.27,219.96,12385.0,18,7.0,62.0
HZ009578,杭州,钱塘区,华润小区98号,2室2厅,179.15,220.11,2022.0,西南,低楼层,精装,住宅,40,367.77,373.92,20529.0,32,1.0,143.0
HZ009579,杭州,临安区,保利小区79号,1室1厅,149.88,184.55,2012.0,北,高楼层,简装,洋房,70,219.63,233.35,14654.0,22,2.0,96.0
HZ009580,杭州,桐庐县,绿城小区94号,5室2厅,73.67,83.26,2010.0,东南,高楼层,毛坯,公寓,70,93.52,97.76,12694.0,7,3.0,178.0
HZ009581,杭州,西湖区,万科小区72号,3室2厅,169.51,199.67,2020.0,北,中楼层,,洋房,70,885.8,950.35,52257.0,16,6.0,40.0
HZ009582,杭州,拱墅区,绿城小区62号,2室1厅,172.43,206.88,2019.0,南,低楼层,豪装,公寓,40,816.07,835.54,47328.0,12,3.0,48.0
HZ009583,杭州,临安区,保利小区22号,1室1厅,90.02,104.59,1996.0,东,中楼层,精装,别墅,70,145.22,152.66,16132.0,10,3.0,160.0
HZ009584,杭州,建德市,万科小区74号,2室2厅,60.91,75.67,2009.0,北,低楼层,精装,别墅,70,58.11,61.04,9540.0,31,4.0,59.0
HZ009585,杭州,临平区,金地小区39号,1室1厅,170.2,201.2,1990.0,东,低楼层,简装,公寓,70,375.23,400.82,22046.0,0,1.0,177.0
HZ009586,杭州,淳安县,金地小区45号,3室2厅,171.85,200.25,2005.0,南,高楼层,简装,别墅,40,197.52,212.39,11494.0,28,0.0,117.0
HZ009587,杭州,富阳区,万科小区64号,4室2厅,47.94,57.23,2013.0,西南,高楼层,简装,别墅,70,90.97,96.09,18976.0,19,0.0,33.0
HZ009588,杭州,上城区,保利小区55号,2室2厅,184.78,226.03,2023.0,南北通透,高楼层,精装,别墅,70,1033.56,1095.92,55935.0,20,3.0,90.0
HZ009589,杭州,西湖区,华润小区81号,2室1厅,116.23,132.38,,南,低楼层,精装,洋房,40,609.22,,52415.0,33,1.0,88.0
HZ009590,杭州,萧山区,绿城小区13号,5室2厅,189.01,234.04,2008.0,北,顶楼,精装,公寓,40,611.79,649.89,32368.0,21,3.0,
HZ009591,杭州,西湖区,万科小区90号,2室2厅,102.31,117.43,1997.0,,顶楼,豪装,住宅,40,532.27,538.71,52025.0,2,5.0,88.0
HZ009592,杭州,上城区,金地小区12号,3室2厅,116.26,138.95,2000.0,南,低楼层,豪装,住宅,70,646.91,,55643.0,24,4.0,71.0
HZ009593,杭州,临平区,保利小区34号,2室1厅,74.04,89.42,2021.0,东,低楼层,毛坯,别墅,40,164.96,168.86,22280.0,34,2.0,153.0
HZ009594,杭州,临平区,绿城小区30号,3室2厅,174.03,214.99,1992.0,东南,中楼层,毛坯,住宅,40,377.98,390.91,21719.0,29,6.0,55.0
HZ009595,杭州,临安区,绿城小区15号,2室2厅,102.11,121.92,2008.0,南北通透,顶楼,豪装,公寓,40,159.49,171.46,15619.0,9,3.0,151.0
HZ009596,杭州,淳安县,绿城小区35号,1室1厅,160.71,199.44,2015.0,东,顶楼,精装,洋房,70,171.47,183.34,10670.0,36,6.0,
HZ009597,杭州,钱塘区,绿城小区35号,3室2厅,44.6,53.83,1993.0,南北通透,高楼层,精装,公寓,70,84.89,86.66,19034.0,26,3.0,162.0
HZ009598,杭州,萧山区,绿城小区47号,4室2厅,156.54,190.81,2014.0,东,低楼层,简装,别墅,40,506.93,519.99,32383.0,3,,75.0
HZ009599,杭州,临安区,华润小区17号,4室2厅,109.46,133.19,2022.0,南,低楼层,毛坯,洋房,70,164.28,,15008.0,30,,84.0
HZ009600,杭州,淳安县,华润小区38号,2室2厅,32.85,39.1,2003.0,东南,高楼层,精装,住宅,40,38.76,,11799.0,3,6.0,10.0
HZ009601,杭州,萧山区,金地小区27号,5室2厅,67.75,83.59,1996.0,西,高楼层,简装,洋房,70,220.89,231.51,32604.0,13,,18.0
HZ009602,杭州,萧山区,万科小区25号,2室1厅,62.61,72.03,2015.0,,顶楼,豪装,洋房,40,196.16,201.36,31330.0,21,5.0,44.0
HZ009603,杭州,上城区,绿城小区56号,1室1厅,150.78,170.65,2005.0,南,高楼层,豪装,住宅,70,841.45,896.89,55806.0,19,2.0,31.0
HZ009604,杭州,临安区,保利小区97号,2室1厅,107.4,120.84,2001.0,东南,高楼层,简装,公寓,40,169.92,176.32,15821.0,10,0.0,119.0
HZ009605,杭州,萧山区,华润小区29号,3室2厅,57.24,67.49,2020.0,南北通透,低楼层,精装,洋房,70,187.1,191.26,32687.0,23,5.0,77.0
HZ009606,杭州,余杭区,万科小区30号,2室2厅,72.57,89.89,2013.0,南北通透,高楼层,简装,洋房,40,201.04,203.46,27703.0,21,1.0,106.0
HZ009607,杭州,建德市,华润小区58号,1室1厅,111.64,132.45,1997.0,东南,顶楼,精装,住宅,40,113.32,117.43,10150.0,27,5.0,101.0
HZ009608,杭州,淳安县,万科小区31号,2室2厅,35.1,43.22,2001.0,南北通透,中楼层,豪装,住宅,40,37.5,38.45,10684.0,8,4.0,70.0
HZ009609,杭州,上城区,保利小区14号,2室2厅,99.01,111.04,2003.0,,中楼层,简装,洋房,70,559.68,590.64,56528.0,10,0.0,146.0
HZ009610,杭州,桐庐县,金地小区32号,2室2厅,139.13,168.1,2008.0,东南,低楼层,毛坯,别墅,70,167.99,177.91,12074.0,19,1.0,136.0
HZ009611,杭州,临平区,华润小区23号,2室1厅,113.81,141.98,1999.0,南北通透,中楼层,豪装,别墅,70,249.74,264.83,21944.0,18,5.0,26.0
HZ009612,杭州,上城区,万科小区30号,3室2厅,126.5,149.5,2005.0,东南,低楼层,毛坯,公寓,40,701.87,730.71,55484.0,9,,133.0
HZ009613,杭州,桐庐县,绿城小区19号,3室2厅,83.61,101.95,2000.0,东,中楼层,毛坯,公寓,70,104.22,105.38,12465.0,11,2.0,22.0
HZ009614,杭州,拱墅区,绿城小区63号,5室2厅,60.93,71.83,2022.0,东,高楼层,毛坯,别墅,40,290.42,296.32,47665.0,37,4.0,87.0
HZ009615,杭州,拱墅区,万科小区65号,2室1厅,,196.74,1997.0,东南,中楼层,豪装,公寓,40,773.6,832.08,48368.0,16,1.0,147.0
HZ009616,杭州,萧山区,绿城小区99号,4室2厅,175.09,208.09,,北,低楼层,简装,洋房,70,549.74,570.84,31398.0,18,3.0,33.0
HZ009617,杭州,临安区,绿城小区44号,1室1厅,112.7,127.3,2019.0,南北通透,顶楼,豪装,洋房,40,165.97,167.77,14727.0,30,6.0,160.0
HZ009618,杭州,建德市,金地小区81号,5室2厅,80.2,91.02,2001.0,南,中楼层,豪装,住宅,70,83.92,88.36,10464.0,21,6.0,138.0
HZ009619,杭州,临平区,金地小区85号,1室1厅,112.77,130.08,2017.0,南北通透,顶楼,豪装,公寓,70,248.05,253.29,21996.0,37,2.0,
HZ009620,杭州,上城区,金地小区52号,2室1厅,170.88,212.81,2002.0,东,高楼层,毛坯,住宅,70,953.21,,55782.0,29,3.0,
HZ009621,杭州,临安区,华润小区30号,2室2厅,141.24,168.63,1998.0,南北通透,高楼层,精装,公寓,40,218.73,221.33,15486.0,14,0.0,41.0
HZ009622,杭州,上城区,金地小区78号,2室2厅,167.66,196.59,2014.0,南北通透,低楼层,毛坯,别墅,40,944.65,998.45,56343.0,39,7.0,162.0
HZ009623,杭州,上城区,金地小区37号,3室2厅,83.88,96.89,2014.0,北,高楼层,精装,住宅,70,465.14,,55453.0,27,7.0,147.0
HZ009624,杭州,余杭区,华润小区64号,2室1厅,144.49,177.99,2005.0,北,顶楼,精装,洋房,70,403.67,426.36,27938.0,11,7.0,
HZ009625,杭州,拱墅区,绿城小区88号,4室2厅,135.18,154.84,1999.0,东,顶楼,精装,住宅,40,643.08,653.81,47572.0,18,2.0,
HZ009626,杭州,上城区,华润小区45号,4室2厅,122.32,143.21,2014.0,东,高楼层,豪装,住宅,70,683.51,715.9,55879.0,29,6.0,96.0
HZ009627,杭州,余杭区,保利小区43号,1室1厅,115.46,129.37,,北,低楼层,简装,别墅,40,322.06,347.52,27894.0,28,5.0,34.0
HZ009628,杭州,拱墅区,金地小区37号,1室1厅,119.05,137.74,2020.0,北,中楼层,精装,别墅,70,568.76,596.53,47775.0,36,6.0,174.0
HZ009629,杭州,余杭区,万科小区35号,2室2厅,166.25,204.75,1990.0,西,顶楼,简装,别墅,70,469.75,494.55,28256.0,17,2.0,146.0
HZ009630,杭州,临安区,华润小区47号,2室2厅,176.73,196.33,2003.0,东南,顶楼,精装,别墅,40,269.48,288.99,15248.0,22,3.0,41.0
HZ009631,杭州,钱塘区,华润小区78号,2室1厅,49.83,55.12,2003.0,东南,低楼层,豪装,洋房,40,106.64,114.47,21401.0,21,5.0,92.0
HZ009632,杭州,拱墅区,华润小区21号,2室2厅,121.87,141.98,2003.0,东南,低楼层,毛坯,公寓,40,587.29,594.21,48190.0,13,4.0,121.0
HZ009633,杭州,桐庐县,金地小区24号,2室2厅,177.11,212.58,2021.0,西南,高楼层,毛坯,住宅,40,202.73,204.88,11447.0,33,1.0,18.0
HZ009634,杭州,富阳区,绿城小区16号,3室2厅,53.29,58.91,2014.0,东南,中楼层,简装,别墅,40,95.95,,18005.0,21,5.0,
HZ009635,杭州,钱塘区,绿城小区99号,2室1厅,97.23,113.86,2005.0,东,顶楼,精装,公寓,40,199.09,204.97,20476.0,20,,57.0
HZ009636,杭州,淳安县,金地小区24号,1室1厅,46.07,50.95,1999.0,东,高楼层,豪装,别墅,40,51.44,53.32,11166.0,6,6.0,178.0
HZ009637,杭州,临安区,金地小区71号,5室2厅,49.93,59.91,2003.0,东,低楼层,简装,公寓,40,79.97,82.29,16016.0,0,3.0,
HZ009638,杭州,上城区,华润小区93号,2室1厅,174.85,210.88,2015.0,东,低楼层,豪装,住宅,40,985.82,1000.17,56381.0,8,6.0,102.0
HZ009639,杭州,临平区,金地小区27号,4室2厅,102.5,126.58,2021.0,西南,中楼层,简装,住宅,40,216.91,220.91,21162.0,35,2.0,142.0
HZ009640,杭州,建德市,万科小区76号,2室2厅,140.82,174.85,2001.0,,顶楼,精装,洋房,40,144.85,154.36,10286.0,2,7.0,147.0
HZ009641,杭州,临安区,绿城小区78号,5室2厅,53.95,65.73,1998.0,南,顶楼,简装,公寓,70,83.3,85.34,15440.0,27,1.0,131.0
HZ009642,杭州,余杭区,绿城小区26号,1室1厅,35.47,41.77,2007.0,西,顶楼,豪装,公寓,70,109.22,112.06,30792.0,9,0.0,77.0
HZ009643,杭州,余杭区,绿城小区16号,2室1厅,172.7,195.45,1991.0,东南,中楼层,毛坯,住宅,40,479.96,511.63,27792.0,37,,87.0
